abstraction	entity
cleistothecium, cleistocarp	ascocarp
podetium	enation
seta	podetium
Tracheophyta	division
ornamental	plant, flora
acrogen	plant, flora
apomict	plant, flora
aquatic	plant, flora
Bryophyta	division
moss	bryophyte
Anthoceropsida	class
hornwort	liverwort, hepatic
Bryopsida, Musci	class
acrocarp	moss
pleurocarp	moss
sphagnum	moss
Hepaticopsida, Hepaticae	class
liverwort, hepatic	bryophyte
hepatica	liverwort, hepatic
Pteridophyta	division
pecopteris	fern
pteridophyte	tracheophyte
fern	pteridophyte
spore	agamete
basidiospore	spore
endospore	spore
carpospore	spore
chlamydospore	spore
conidium, conidiospore	spore
conidiophore	hypha
oospore	spore
oosphere	gamete
teliospore	chlamydospore
tetraspore	spore
zoospore	spore
Spermatophyta	division
Phanerogamae	division
Cryptogamia	division
cryptogam	plant, flora
spermatophyte, phanerogam	tracheophyte
seedling	spermatophyte, phanerogam
balsam	spermatophyte, phanerogam
annual	plant, flora
biennial	plant, flora
perennial	plant, flora
escape	plant, flora
hygrophyte	plant, flora
neophyte	plant, flora
Gymnospermae, Gymnospermophyta	class
gymnosperm	spermatophyte, phanerogam
progymnosperm	gymnosperm
Gnetopsida, Gnetophytina, Gnetophyta	class
ephedra	shrub, bush
mahuang	ephedra
welwitschia	gymnosperm
Cycadopsida, Cycadophytina, Cycadophyta	class
cycad	gymnosperm
zamia	cycad
coontie	zamia
ceratozamia	cycad
dioon	cycad
encephalartos	cycad
macrozamia	cycad
burrawong	cycad
Pteridospermopsida	class
Pteridospermae, Pteridospermaphyta	taxon
pteridosperm	gymnosperm
Coniferopsida, Coniferophytina, Coniferophyta	class
Pinopsida, Pinophytina	class
pine	conifer
pine	wood
pinon, pinyon	pine
lodgepole	pine
larch	conifer
larch	wood
tamarack	larch
fir	conifer
fir	wood
cedar	conifer
cedar, cedarwood	wood
deodar	cedar
spruce	conifer
spruce	wood
hemlock	conifer
hemlock	wood
Cathaya	conifer
cedar	conifer
cypress	conifer
cypress	wood
sugi	cedar
juniper	cypress
savin	juniper
kawaka	cedar
pahautea	cedar
metasequoia	conifer
sequoia, redwood	cypress
redwood	wood
sandarac	cypress
sandarac, citronwood	wood
arborvitae	conifer
keteleeria	conifer
araucaria	conifer
kauri	wood
yellowwood	tree
yellowwood	wood
podocarp	conifer
yacca	conifer
totara	conifer
kahikatea	conifer
rimu	conifer
tarwood	conifer
tarwood	conifer
nagi	conifer
miro	conifer
matai	conifer
Taxopsida, Taxophytina	class
yew	conifer
yew	wood
Ginkgopsida, Ginkgophytina	class
Pteropsida	division
Angiospermae, Magnoliophyta, Anthophyta	class
angiosperm	spermatophyte, phanerogam
angiocarp	angiosperm
Dicotyledones, Dicotyledonae, Magnoliopsida	class
dicot, dicotyledon, magnoliopsid, exogen	angiosperm
Magnoliidae	class
Monocotyledones, Monocotyledonae, Liliopsida	class
monocot, monocotyledon, liliopsid, endogen	angiosperm
Alismatidae	class
Arecidae	class
Commelinidae	class
floret, floweret	flower, bloom, blossom
flower	angiosperm
bloomer	flower
wildflower	angiosperm, wilding
inflorescence	flower, bloom, blossom
catkin, ament	inflorescence
bud	flower, bloom, blossom
rosebud	bud
pollen	spore
pollinium	pollen
gynobase	receptacle
gynophore	stalk, stem
pistillode	pistil
stylopodium	style
carpel	pistil
carpophore	stalk, stem
cornstalk	stalk, stem
filament	stalk, stem
funicle, funiculus	stalk, stem
petiolule	stalk, stem
mericarp	carpel
hilum	point
micropyle	aperture
stoma, stomate, pore	aperture
galbulus	cone, strobilus, strobile
pinecone	cone, strobilus, strobile
shell	hull
nutshell	shell
seed	ovule
pericarp	covering, cover
epicarp, exocarp	pericarp
mesocarp	pericarp
stone, pit, endocarp	pericarp
pip	seed
capsule	pericarp
boll	capsule
silique, siliqua	capsule
silicle	silique, siliqua
peristome	enation
haustorium	enation
cataphyll	leaf, leafage, foliage
cotyledon	cataphyll
embryo	plant, flora
monocarp	plant, flora
sporophyte	plant, flora
gametophyte	plant, flora
megagametophyte	gametophyte
megasporangium, macrosporangium	sporangium
megasporophyll	sporophyll, sporophyl
microgametophyte	gametophyte
microspore	spore
microsporangium	sporangium
microsporophyll	sporophyll, sporophyl
megaspore, macrospore	spore
archespore, archesporium	cell
oilseed	seed
cottonseed	oilseed
candlenut	oilseed
corolla	coil, whorl, roll, curl, curlicue, ringlet, gyre, scroll
calyx	coil, whorl, roll, curl, curlicue, ringlet, gyre, scroll
hull	calyx
epicalyx, calycle, calyculus	bract
perianth, chlamys, perigone, perigonium	covering, cover
pappus	calyx
thistledown	pappus
lancewood	tree
lancewood	wood
barberry	shrub, bush
papooseroot, squawroot	shrub, bush
barrenwort	herb
hollygrape	shrub, bush
mayapple	herb
allspice	shrub, bush
spicebush	allspice
hornwort	hydrophyte
bay	laurel
cinnamon	laurel
cinnamon	bark
cassia	laurel
spicebush	shrub, bush
sassafras	laurel
pepperwood	laurel
magnolia	bark
elkwood	magnolia
tulipwood, whitewood	wood
moonseed	vine
peony, paeony	flower
buttercup, butterflower, crowfoot, goldcup, kingcup	herb
pilewort	flower
monkshood, helmetflower	aconite
wolfsbane, wolfbane	aconite
baneberry	berry
redberry, snakeberry	baneberry, cohosh
anemone, windflower	flower
thimbleweed	anemone, windflower
snowdrop	anemone, windflower
columbine, aquilegia, aquilege	flower
honeysuckle	columbine, aquilegia, aquilege
clematis	climber, vine
goldthread	herb
delphinium	flower
larkspur	delphinium
setterwort	hellebore
hepatica, liverleaf	herb
goldenseal	herb
nigella	flower
pasqueflower	wildflower
globeflower	herb
corkwood	shrub, bush
bulrush, bullrush	rush
zebrawood	tree
zebrawood	wood
legume	climber, herb
legume	pod, seedpod
peanut	legume
peanut	pod, seedpod
granadillo	tree
cocuswood, cocoswood	wood
arariba	zebrawood
courbaril	locust
clover, trefoil	herb
shamrock	clover, trefoil
shamrock	clover, trefoil
mimosa	shrub, bush
acacia	tree
shittah	acacia
shittimwood	wood
wattle	acacia
gidgee	wattle
catechu	acacia
catechu	infusion, extract
mimosa	wattle
huisache, cassie	acacia
lightwood	blackwood
coralwood	tree
albizzia, albizia	tree
siris	albizzia, albizia
saman, monkeypod, zaman, zamang	albizzia, albizia
calliandra	shrub, bush
conacaste	tree
inga	tree
guama	tree
sabicu	shrub, bush
sabicu	wood
camachile, huamachil	tree
catclaw	shrub, bush
mesquite, mesquit	shrub, bush
algarroba	mesquite, mesquit
algarroba, algarrobilla, algarobilla	bean
screwbean, tornillo	mesquite, mesquit
allamanda	vine
dita	tree
carissa	shrub, bush
amatungulu	carissa
periwinkle	herb
conessi, kurchi, kurchee	tree
frangipani, frangipanni	shrub, bush
rauwolfia, rauvolfia	shrub, bush
snakewood	rauwolfia, rauvolfia
strophanthus	shrub, bush
periwinkle	subshrub, suffrutex
myrtle	periwinkle
arum, aroid	herb
arum	starch, amylum
cuckoopint	arum, aroid
calamus	root
alocasia	arum, aroid
amorphophallus	arum, aroid
pungapung	arum, aroid
krubi	arum, aroid
anthurium, tailflower	houseplant
caladium	arum, aroid
taro, dalo, dasheen	arum, aroid
taro, cocoyam, dasheen, eddo	root
cryptocoryne	hydrophyte
dracontium	arum, aroid
pothos	liana
monstera	liana
ceriman	monstera
nephthytis	arum, aroid
philodendron	liana
pistia	hydrophyte
pothos	liana
spathiphyllum	flower
yautia, tannia, spoonflower, malanga	arum, aroid
calla	flower
duckweed	hydrophyte
watermeal	duckweed
bogmat	duckweed
ivy	vine
puka	tree
ginseng	herb
sang	herb
ginseng	root
birthwort	vine
heartleaf	herb
Caryophyllidae	class
Centrospermae	taxon
sandwort	flower
longroot	sandwort
chickweed	herb
pink	flower
carnation, gillyflower	pink
drypis	herb
rupturewort	groundcover
lychnis, catchfly	flower
sandwort	flower
sandwort	flower
whitlowwort	groundcover
pearlwort, pearlweed	groundcover
soapwort	flower
knawel, knawe	weed
silene, campion, catchfly	flower
chickweed	herb
stitchwort, starwort	chickweed
cowherb	flower
papilla	process, outgrowth, appendage
lithops, stoneface	succulent
carpetweed	weed
amaranth	herb
amaranth	grain, caryopsis
tumbleweed	amaranth
pigweed	amaranth
cockscomb	herb
cottonweed	herb
bloodleaf	subshrub, suffrutex
saltwort	shrub, bush
goosefoot	herb
pigweed	goosefoot
wormseed	goosefoot
allgood	goosefoot
sowbane	goosefoot
orach, orache	herb
saltbush	shrub, bush
belvedere	shrub, bush
Beta	Chenopodiaceae
beet	vegetable
beetroot	beet
chard	beet
mangold	beet
tumbleweed	shrub, bush
halogeton	herb
barilla	herb
glasswort, samphire	herb
saltwort, barilla, glasswort, kali, kelpwort	shrub, bush
tumbleweed	shrub, bush
greasewood	shrub, bush
spinach	vegetable
bougainvillea	vine
umbrellawort	flower
cockspur	tree
cactus	succulent
pitahaya	cactus
saguaro, sahuaro	cactus
coryphantha	cactus
echinocactus	cactus
epiphyllum	cactus
chichipe	cactus
mescal, mezcal, peyote	cactus
mammillaria	cactus
garambulla	cactus
nopal	cactus
cholla	cactus
pokeweed	herb
poke, garget, scoke	pokeweed
ombu	pokeweed
Agdestis	climber
bloodberry, rougeberry	houseplant
purslane	herb
portulaca	flower
pussley, pussly, verdolagas	purslane
redmaids	wildflower
bitterroot	wildflower
flameflower	wildflower
caper	shrub, bush
spiderflower, cleome	herb
clammyweed	herb
crucifer	herb
cress	crucifer
watercress	cress
stonecress	herb
alyssum, madwort	crucifer
rockcress	cress
sicklepod	rockcress
horseradish	herb
horseradish	root
rockcress	weed
cabbage	crucifer
cauliflower	crucifer
broccoli	crucifer
kale, kail, cole, borecole, colewort	crucifer
collard	kale, kail, cole, borecole, colewort
kohlrabi	crucifer
mustard	crucifer
napa	crucifer
pakchoi	crucifer
tendergreen	crucifer
rape, colza	mustard
rapeseed	oilseed
bittercress	cress
cuckooflower	bittercress
coralroot, coralwort	bittercress
crinkleroot, toothwort	bittercress
wallflower	flower
draba	herb
shadflower	draba
rocket, roquette, arugula	herb
wallflower	flower
heliophila	flower
candytuft	flower
woad	herb
pepperwort	cress
bladderpod	herb
honesty, satinpod	herb
stock	flower
stock, gillyflower	flower
bladderpod	herb
radish	crucifer
runch	weed
radish	radish
radish	root
radish, daikon	radish
schizopetalon	flower
charlock, chadlock	mustard
awlwort	hydrophyte
pennycress	weed
fanweed, stinkweed	pennycress
fringepod, lacepod	herb
bladderpod	herb
wasabi	herb
poppy	flower
argemone	herb
celandine, swallowwort	poppy
corydalis	flower
fumewort, fumeroot	Corydalis
bocconia	poppy
creamcups	poppy
bloodroot, puccoon, redroot, tetterwort	herb
fumitory, fumewort, fumeroot	herb
lyreflower	herb
Asteridae	class
composite	flower
everlasting	composite
achillea	herb
yarrow, milfoil	achillea
sneezewort	achillea
ageratum	flower
ragweed, ambrosia, bitterweed	weed
ammobium	flower
pellitory	herb
cottonweed	everlasting
andryala	herb
pussytoes	herb
mayweed	composite
burdock, clotbur	subshrub, suffrutex
cocklebur	burdock, clotbur
marguerite	subshrub, suffrutex
silversword	shrub, bush
arnica	herb
arnica	tincture
artemisia	shrub, bush
wormwood	subshrub, suffrutex
mugwort	wormwood
sagebrush	subshrub, suffrutex
southernwood	wormwood
absinthe	wormwood
tarragon, estragon	artemisia
cudweed	mugwort
aster	flower
goldilocks	aster
ayapana	herb
balsamroot	herb
daisy	flower
sticktight	subshrub, suffrutex
oxeye	wildflower
calendula	flower
ruddles	calendula
thistle	weed
safflower	herb
catananche	flower
centaury	subshrub, suffrutex
cornflower, bluebottle	flower
caltrop	centaury
knapweed	centaury
hardheads	knapweed
chamomile, camomile	herb
chaenactis	herb
chrysanthemum	flower
chrysanthemum	flower, bloom, blossom
goldenbush	shrub, bush
chicory, succory	herb
endive, witloof	herb
chicory	root
mistflower, ageratum	flower
horseweed, fleabane	weed
coreopsis, tickseed, tickweed	herb
calliopsis	coreopsis, tickseed, tickweed
cosmos, cosmea	flower
artichoke	vegetable
cardoon	vegetable
dahlia	flower
mum	chrysanthemum
leopardbane	herb
coneflower	flower
brittlebush, incienso	wildflower
sunray	wildflower
engelmannia	wildflower
fireweed	weed
fleabane	wildflower
boneset, agueweed, thoroughwort	herb
cudweed, filago	flower
gaillardia	wildflower
gazania	flower
cudweed	everlasting
chafeweed	cudweed
gumweed, tarweed, rosinweed	herb
matchweed, matchbush	subshrub, suffrutex
rabbitweed, snakeweed	matchweed, matchbush
broomweed	matchweed, matchbush
goldenbush	wildflower
sneezeweed	herb
owlclaws	sneezeweed
rosilla	sneezeweed
sunflower, helianthus	flower
mirasol	sunflower, helianthus
girasol	sunflower, helianthus
strawflower	everlasting
heliopsis, oxeye	wildflower
strawflower	everlasting
hawkweed	herb
capeweed, gosmore	weed
inula	herb
elecampane	inula
krigia	herb
lettuce	herb
celtuce	lettuce
goldfields	wildflower
tidytips	flower
hawkbit	wildflower
edelweiss	wildflower
marguerite	flower
gayfeather, snakeroot	wildflower
tarweed	herb
melosa	tarweed
mutisia	shrub, bush
daisybush	shrub, bush
muskwood	daisybush
othonna	shrub, bush
butterweed	herb
guayule	subshrub, suffrutex
cineraria	flower
butterbur	herb
oxtongue, bitterweed, bugloss	weed
hawkweed	herb
stevia	herb
pteropogon	herb
fleabane	herb
coneflower	wildflower
rhodanthe	everlasting
coneflower	flower
costusroot	herb
butterweed, ragwort	wildflower
ragwort, ragweed, benweed	weed
groundsel	weed
scorzonera	herb
sawwort	herb
goldenrod	wildflower
silverrod	goldenrod
stevia	herb
marigold	flower
costmary, alecost	herb
pyrethrum	flower
pyrethrum	herb
pyrethrum	insecticide
feverfew	herb
tansy	composite
dandelion, blowball	herb
tithonia	flower
salsify	herb
salsify	root
goatsbeard	wildflower
coltsfoot	herb
ursinia	flower
crownbeard	composite
wingstem	crownbeard
gravelweed	crownbeard
frostweed	crownbeard
ironweed, vernonia	herb
cocklebur, cockleburr	weed
xeranthemum	flower
immortelle	everlasting
zinnia	flower
loasa	herb
bartonia	flower
achene	fruit
samara, key	achene
bur, burr	pericarp
campanula, bellflower	herb
harebell, bluebell	campanula, bellflower
rampion	campanula, bellflower
throatwort	campanula, bellflower
orchid	flower
orchis	orchid
aerides	orchid
angrecum	orchid
puttyroot	orchid
arethusa	orchid
bletia	orchid
pseudobulb	enlargement
brassavola	orchid
caladenia	orchid
calanthe	orchid
calypso	orchid
cattleya	orchid
helleborine	orchid
coelogyne	orchid
helmetflower	orchid
swanflower, swanneck	orchid
cymbid, cymbidium	orchid
